,city,colors,shape,state,time
78528,Myrtle Beach,,LIGHT,SC,2014-06-25 22:30:00
78529,North Myrtle Beach,,FIREBALL,SC,2014-06-25 22:30:00
78530,Oak Island,,LIGHT,NC,2014-06-25 22:30:00
78531,Mission Viejo,,OTHER,CA,2014-06-25 22:40:00
78532,Mission Viejo,,OTHER,CA,2014-06-25 22:40:00
78533,Myrtle Beach,,LIGHT,SC,2014-06-25 22:40:00
78534,North Myrtle Beach,ORANGE,LIGHT,SC,2014-06-25 22:45:00
78535,Alamo,,OTHER,CA,2014-06-25 22:54:00
78536,Bloomingdale,,TRIANGLE,OH,2014-06-25 23:00:00
78537,Garden City,RED ORANGE,FIREBALL,SC,2014-06-25 23:00:00
78538,Myrtle Beach,,FIREBALL,SC,2014-06-25 23:00:00
78539,Rancho Santa Margarita,RED,CIRCLE,CA,2014-06-25 23:30:00
78540,Portland,RED BLUE,LIGHT,OR,2014-06-26 00:25:00
78541,North Port,RED,OVAL,FL,2014-06-26 10:20:00
78542,San Clemente,,TRIANGLE,CA,2014-06-26 10:45:00
78543,Chandler,ORANGE,FIREBALL,AZ,2014-06-26 11:30:00
78544,Cotuit,ORANGE,,MA,2014-06-26 21:00:00
78545,Garden City,,FIREBALL,SC,2014-06-26 21:00:00
78546,Myrtle Beach,,CIRCLE,SC,2014-06-26 21:00:00
78547,Sacramento,,LIGHT,CA,2014-06-26 21:20:00
78548,Oceanside,ORANGE,OTHER,CA,2014-06-26 21:30:00
78549,Hawthorne,,CIRCLE,NY,2014-06-26 21:45:00
78550,Litchfield,,FIREBALL,SC,2014-06-26 22:00:00
78551,Litchfield Beach,RED,FORMATION,SC,2014-06-26 22:00:00
78552,Myrtle Creek,,CIRCLE,OR,2014-06-26 22:00:00
78553,West Tulsa,,CIRCLE,OK,2014-06-26 22:00:00
78554,Litchfield Beach,,LIGHT,SC,2014-06-26 22:15:00
78555,Mundelein,,FIREBALL,IL,2014-06-26 22:15:00
78556,Mundelein,,FIREBALL,IL,2014-06-26 22:15:00
78557,Myrtle Creek,,FIREBALL,OR,2014-06-26 22:15:00
78558,Cherry Grove Beach,ORANGE,LIGHT,SC,2014-06-26 22:20:00
78559,Litchfield,,LIGHT,SC,2014-06-26 22:30:00
78560,Pawleys Island,,SPHERE,SC,2014-06-26 22:45:00
78561,Temecula,,VARIOUS,CA,2014-06-26 22:45:00
78562,Blossvale,,LIGHT,NY,2014-06-26 23:00:00
78563,Franklin,,,NH,2014-06-26 23:00:00
78564,Glencoe,,LIGHT,AL,2014-06-26 23:00:00
78565,Litchfield,ORANGE,LIGHT,SC,2014-06-26 23:00:00
78566,Nags Head,,LIGHT,NC,2014-06-26 23:25:00
78567,Honea Path,RED,TRIANGLE,SC,2014-06-26 23:27:00
78568,Chandler,,FIREBALL,AZ,2014-06-26 23:30:00
78569,North Kingsville,RED,FLASH,OH,2014-06-27 00:00:00
78570,St. Peters,RED,DISK,MO,2014-06-27 00:00:00
78571,Rocky River,,OVAL,OH,2014-06-27 00:01:00
78572,North Kingsville,,LIGHT,OH,2014-06-27 00:05:00
78573,Montebello,,CIRCLE,CA,2014-06-27 02:00:00
78574,Palatine,BLUE,LIGHT,IL,2014-06-27 03:30:00
78575,New York City,,FORMATION,NY,2014-06-27 20:00:00
78576,Jacksonville,,CIRCLE,AL,2014-06-27 21:00:00
78577,Pawleys Island,ORANGE YELLOW,CIRCLE,SC,2014-06-27 21:00:00
78578,Shreveport,RED,CIRCLE,LA,2014-06-27 21:00:00
78579,Indianpolis,,RECTANGLE,IN,2014-06-27 21:15:00
78580,Union,RED,OVAL,MO,2014-06-27 21:22:00
78581,Midway,,FIREBALL,PA,2014-06-27 21:25:00
78582,Cincinnati,,FIREBALL,OH,2014-06-27 22:20:00
78583,Beaverton,,OVAL,OR,2014-06-27 22:30:00
78584,Beaumont,,LIGHT,CA,2014-06-27 22:45:00
78585,Ludington,ORANGE,SPHERE,MI,2014-06-27 22:47:00
78586,Mishawaka,RED ORANGE,LIGHT,IN,2014-06-27 22:54:00
78587,Columbus,RED YELLOW GREEN,DISK,OH,2014-06-27 23:00:00
78588,Geraldine,BLUE,DISK,AL,2014-06-27 23:00:00
78589,Grand Blanc,,LIGHT,MI,2014-06-27 23:00:00
78590,Harvester,,FIREBALL,MO,2014-06-27 23:11:00
78591,South Lansing,,FIREBALL,MI,2014-06-27 23:30:00
78592,Billings,,FIREBALL,MT,2014-06-28 00:00:00
78593,Lake Worth,ORANGE,FIREBALL,FL,2014-06-28 00:00:00
78594,Detroit,,LIGHT,MI,2014-06-28 01:00:00
78595,Sarasota,,LIGHT,FL,2014-06-28 02:00:00
78596,Marysville,BLUE,OTHER,OH,2014-06-28 02:30:00
78597,Grand Rapids,,LIGHT,MI,2014-06-28 09:45:00
78598,Albuquerque,RED,CIGAR,NM,2014-06-28 11:00:00
78599,Gadsden,,,AL,2014-06-28 18:00:00
78600,Ashleigh Lake,,TEARDROP,MT,2014-06-28 20:00:00
78601,Vergennes,,FIREBALL,VT,2014-06-28 20:30:00
78602,Glenmoore,ORANGE,OVAL,PA,2014-06-28 21:30:00
78603,Highlands Ranch,,SPHERE,CO,2014-06-28 21:30:00
78604,Hudson,ORANGE,OTHER,NH,2014-06-28 21:45:00
78605,Red Hook,ORANGE,TRIANGLE,NY,2014-06-28 21:45:00
78606,Fort Wayne,ORANGE,SPHERE,IN,2014-06-28 22:00:00
78607,Miami,,OTHER,FL,2014-06-28 22:09:00
78608,Columbus,RED ORANGE,OVAL,OH,2014-06-28 22:10:00
78609,White House,ORANGE,CIRCLE,TN,2014-06-28 22:15:00
78610,Brighton,,LIGHT,MI,2014-06-28 22:20:00
78611,Dolores,ORANGE YELLOW,LIGHT,CO,2014-06-28 22:27:00
78612,Valdosta,,,GA,2014-06-28 22:30:00
78613,Philadelphia,,FLASH,PA,2014-06-28 22:45:00
78614,Weirton,ORANGE,FIREBALL,WV,2014-06-28 22:45:00
78615,Antioch,,SPHERE,CA,2014-06-28 23:00:00
78616,Levittown,,FIREBALL,NY,2014-06-28 23:00:00
78617,Ridgway,,CIRCLE,PA,2014-06-28 23:00:00
78618,St. Albans,,CHEVRON,VT,2014-06-28 23:00:00
78619,Santa Ana,,TRIANGLE,CA,2014-06-28 23:25:00
78620,Rainelle,RED YELLOW,LIGHT,WV,2014-06-28 23:30:00
78621,Warrenton,ORANGE,LIGHT,VA,2014-06-28 23:30:00
78622,Myrtle Beach,,FIREBALL,SC,2014-06-28 23:40:00
78623,Lake Worth,,FIREBALL,FL,2014-06-29 00:00:00
78624,Los Angeles,,CHEVRON,CA,2014-06-29 01:48:00
78625,New Orleans,,,LA,2014-06-29 02:00:00
78626,Rapid City,,LIGHT,SD,2014-06-29 03:55:00
78627,Grand Rapids,,OTHER,MI,2014-06-29 04:00:00
78628,Lehi,,LIGHT,UT,2014-06-29 04:20:00
78629,Thornton,,,CO,2014-06-29 08:00:00
78630,Coos Bay,,CIRCLE,OR,2014-06-29 11:51:00
78631,Richland,,VARIOUS,WA,2014-06-29 14:00:00
78632,Laguna Niguel,ORANGE,CIRCLE,CA,2014-06-29 15:42:00
78633,Southampton,,CIRCLE,PA,2014-06-29 19:12:00
78634,Maricopa,,CIRCLE,AZ,2014-06-29 21:20:00
78635,St. Johns,RED GREEN,DIAMOND,FL,2014-06-29 21:30:00
78636,Medford,,SPHERE,NY,2014-06-29 21:40:00
78637,Olathe,RED,CIRCLE,KS,2014-06-29 21:45:00
78638,West Grove,ORANGE,CYLINDER,PA,2014-06-29 21:45:00
78639,Sharpsburg,ORANGE,CIRCLE,MD,2014-06-29 22:00:00
78640,Salina,,FIREBALL,KS,2014-06-29 22:02:00
78641,New York City,YELLOW,VARIOUS,NY,2014-06-29 22:13:00
78642,Akron,RED GREEN,CIRCLE,OH,2014-06-29 22:30:00
78643,Wilmington,,CIRCLE,DE,2014-06-30 00:07:00
78644,New York City,ORANGE,FIREBALL,NY,2014-06-30 00:10:00
78645,Colorado Springs,,OTHER,CO,2014-06-30 00:34:00
78646,Everett,,OVAL,WA,2014-06-30 04:00:00
78647,Frisco,,TRIANGLE,TX,2014-06-30 05:45:00
78648,Oklahoma City,,TRIANGLE,OK,2014-06-30 05:50:00
78649,Hurst,,FIREBALL,TX,2014-06-30 05:55:00
78650,New York City,,CIRCLE,NY,2014-06-30 07:00:00
78651,Berlin,BLUE,FIREBALL,NH,2014-06-30 10:20:00
78652,Oak Island,ORANGE,CIRCLE,NC,2014-06-30 16:45:00
78653,Miami,,VARIOUS,FL,2014-06-30 19:30:00
78654,Mansfield,,FIREBALL,MA,2014-06-30 20:45:00
78655,Liberty Township,ORANGE,LIGHT,OH,2014-06-30 21:45:00
78656,Madison,,FORMATION,AL,2014-06-30 21:50:00
78657,Port St. Joe,ORANGE,LIGHT,FL,2014-06-30 22:00:00
78658,Elk Grove,,CIRCLE,CA,2014-06-30 22:03:00
78659,Corona,ORANGE YELLOW,VARIOUS,CA,2014-06-30 22:34:00
78660,Sylmar,,FIREBALL,CA,2014-06-30 23:30:00
78661,Wyoming,,CIRCLE,PA,2014-07-01 02:30:00
78662,Winter Haven,,FLASH,FL,2014-07-01 03:00:00
78663,Lake Oswego,,CIRCLE,OR,2014-07-01 03:20:00
78664,Lake Oswego,,CIRCLE,OR,2014-07-01 03:20:00
78665,Palmyra,,LIGHT,PA,2014-07-01 03:30:00
78666,Kuna,,LIGHT,ID,2014-07-01 10:05:00
78667,San Diego,ORANGE,CYLINDER,CA,2014-07-01 19:00:00
78668,Middletown,,SPHERE,OH,2014-07-01 19:39:00
78669,Tucson,,OTHER,AZ,2014-07-01 20:43:00
78670,Murrels Inlet,ORANGE,DISK,SC,2014-07-01 21:00:00
78671,Boulder Creek,,,CA,2014-07-01 21:20:00
78672,Biddeford,RED,CIRCLE,ME,2014-07-01 21:30:00
78673,Charlotte,,LIGHT,NC,2014-07-01 21:30:00
78674,Tucson,,FORMATION,AZ,2014-07-01 21:37:00
78675,Centennial,ORANGE,LIGHT,CO,2014-07-01 21:45:00
78676,Garden City,,CIRCLE,SC,2014-07-01 21:55:00
78677,Jefferson,,LIGHT,MD,2014-07-01 22:00:00
78678,North Versailles,,LIGHT,PA,2014-07-01 22:15:00
78679,Allentown,RED ORANGE YELLOW,TRIANGLE,PA,2014-07-01 23:00:00
78680,Oregon,,SPHERE,IL,2014-07-02 00:00:00
78681,Scottsburg,,TRIANGLE,IN,2014-07-02 00:00:00
78682,Phoenix,RED,VARIOUS,AZ,2014-07-02 01:00:00
78683,Mckittrick,ORANGE,FIREBALL,CA,2014-07-02 02:00:00
78684,Brunswick,,TRIANGLE,GA,2014-07-02 03:00:00
78685,Lancaster,BLUE,LIGHT,CA,2014-07-02 03:00:00
78686,Bakersfield,,CIGAR,CA,2014-07-02 03:14:00
78687,Conover,,LIGHT,WI,2014-07-02 03:17:00
78688,Miamisburg,,SPHERE,OH,2014-07-02 06:00:00
78689,Route 22,,OVAL,NJ,2014-07-02 13:00:00
78690,Clearwater,,RECTANGLE,FL,2014-07-02 14:55:00
78691,Lake Charles,RED,OTHER,LA,2014-07-02 19:30:00
78692,Redlands,RED,FORMATION,CA,2014-07-02 20:00:00
78693,San Juan Capistrano,RED YELLOW,RECTANGLE,CA,2014-07-02 21:10:00
78694,Moreno Valley,,OTHER,CA,2014-07-02 21:15:00
78695,Wagner,,FIREBALL,SD,2014-07-02 22:00:00
78696,Tucson,,FIREBALL,AZ,2014-07-02 22:30:00
78697,Salt Lake City,,FORMATION,UT,2014-07-02 23:30:00
78698,West Carrollton,,TRIANGLE,OH,2014-07-03 02:00:00
78699,Bryan,,,TX,2014-07-03 04:45:00
78700,West Reading,ORANGE,EGG,PA,2014-07-03 10:05:00
78701,Jackson,,CIRCLE,NJ,2014-07-03 17:00:00
78702,Glencoe,ORANGE,CHEVRON,AL,2014-07-03 20:00:00
78703,Ringgold,,SPHERE,GA,2014-07-03 20:00:00
78704,Bucyrus,,VARIOUS,OH,2014-07-03 20:41:00
78705,Huron,ORANGE,OVAL,SD,2014-07-03 21:00:00
78706,Manteno,,LIGHT,IL,2014-07-03 21:00:00
78707,Columbus,,FIREBALL,OH,2014-07-03 21:15:00
78708,Columbus,ORANGE,FIREBALL,OH,2014-07-03 21:15:00
78709,Las Vegas,,CIRCLE,NV,2014-07-03 21:15:00
78710,Maryville,,LIGHT,MO,2014-07-03 21:15:00
78711,Milford,,,NH,2014-07-03 21:20:00
78712,Naples,,FIREBALL,FL,2014-07-03 21:20:00
78713,McMinnville,,LIGHT,TN,2014-07-03 21:30:00
78714,Pecatonica,,LIGHT,IL,2014-07-03 21:44:00
78715,Brooksville,,FIREBALL,FL,2014-07-03 22:00:00
78716,Findley,ORANGE,CIRCLE,OH,2014-07-03 22:00:00
78717,Laclede,ORANGE,LIGHT,ID,2014-07-03 22:00:00
78718,Round Rock,GREEN,LIGHT,TX,2014-07-03 22:00:00
78719,Auburn,,SPHERE,GA,2014-07-03 22:05:00
78720,Vandalia,RED YELLOW,SPHERE,OH,2014-07-03 22:10:00
78721,Goshen,ORANGE,LIGHT,IN,2014-07-03 22:15:00
78722,Kennewick,ORANGE,TRIANGLE,WA,2014-07-03 22:15:00
78723,Louisville,RED,CIRCLE,KY,2014-07-03 22:20:00
78724,Burien,ORANGE,VARIOUS,WA,2014-07-03 22:27:00
78725,Bourne,,CIRCLE,MA,2014-07-03 22:30:00
78726,Otsego,ORANGE,SPHERE,MN,2014-07-03 22:30:00
78727,Rockford,RED,CIRCLE,MN,2014-07-03 22:30:00
78728,Lebanon,ORANGE,CIRCLE,OH,2014-07-03 22:40:00
78729,Independence,RED,CIRCLE,OH,2014-07-03 23:00:00
78730,Niles,RED,SPHERE,IL,2014-07-03 23:15:00
78731,El Cajon,,CIRCLE,CA,2014-07-03 23:30:00
78732,Muncie,,LIGHT,IN,2014-07-03 23:40:00
78733,Salina,,,KS,2014-07-04 00:00:00
78734,Santa Ana,ORANGE,FIREBALL,CA,2014-07-04 00:00:00
78735,St. Charles,,TRIANGLE,MO,2014-07-04 00:00:00
78736,Lynn,RED,FIREBALL,IN,2014-07-04 00:15:00
78737,Bel Air,,LIGHT,MD,2014-07-04 00:30:00
78738,Corvallis,RED,FORMATION,MT,2014-07-04 02:17:00
78739,Minnetonka,,SPHERE,MN,2014-07-04 06:22:00
78740,Ashville,,SPHERE,AL,2014-07-04 09:00:00
78741,Hartland,RED ORANGE,OTHER,WI,2014-07-04 09:00:00
78742,Arvada,,CIRCLE,CO,2014-07-04 09:20:00
78743,Cincinnati,ORANGE,DISK,OH,2014-07-04 11:30:00
78744,Mt. Hood,,TRIANGLE,OR,2014-07-04 12:30:00
78745,Grove City,,LIGHT,PA,2014-07-04 14:00:00
78746,Banner Elk,,CIRCLE,NC,2014-07-04 15:30:00
78747,Salem,,SPHERE,OR,2014-07-04 16:42:00
78748,Clermont,RED,,FL,2014-07-04 19:00:00
78749,Paragould,,CIRCLE,AR,2014-07-04 19:00:00
78750,El Cajon,,CIRCLE,CA,2014-07-04 20:00:00
78751,Las Vegas,ORANGE,FIREBALL,NV,2014-07-04 20:00:00
78752,Tempe,,,AZ,2014-07-04 20:00:00
78753,Batesville,,DISK,MS,2014-07-04 20:15:00
78754,Des Moines,ORANGE YELLOW,LIGHT,WA,2014-07-04 20:25:00
78755,Cape Coral,RED,CYLINDER,FL,2014-07-04 20:30:00
78756,Johnson City,RED GREEN,CIRCLE,TN,2014-07-04 20:30:00
78757,Laurel,,LIGHT,MD,2014-07-04 20:30:00
78758,Naples,ORANGE,CIRCLE,FL,2014-07-04 20:30:00
78759,Panama City Beach,,SPHERE,FL,2014-07-04 20:30:00
78760,Bethel Park,RED,CYLINDER,PA,2014-07-04 20:34:00
78761,Columbus,,FORMATION,OH,2014-07-04 20:45:00
78762,Portage,RED,FORMATION,IN,2014-07-04 20:45:00
78763,Reading,,CYLINDER,PA,2014-07-04 20:45:00
78764,Rohnert Park,RED,CIRCLE,CA,2014-07-04 20:50:00
78765,Burke,RED,CIRCLE,VA,2014-07-04 21:00:00
78766,Cape Coral,ORANGE,OTHER,FL,2014-07-04 21:00:00
78767,Charlotte,ORANGE,DISK,NC,2014-07-04 21:00:00
78768,Chickasha,ORANGE,OVAL,OK,2014-07-04 21:00:00
78769,Cicero,,OTHER,IL,2014-07-04 21:00:00
78770,Damascus,ORANGE,CIRCLE,MD,2014-07-04 21:00:00
78771,Daphne,ORANGE,CIRCLE,AL,2014-07-04 21:00:00
78772,Denham Springs,RED,,LA,2014-07-04 21:00:00
78773,Denver,,LIGHT,CO,2014-07-04 21:00:00
78774,Easton,ORANGE,SPHERE,PA,2014-07-04 21:00:00
78775,Flatwoods,RED ORANGE,SPHERE,KY,2014-07-04 21:00:00
78776,Lawrenceville,RED,CIRCLE,GA,2014-07-04 21:00:00
78777,Louisville,,TRIANGLE,KY,2014-07-04 21:00:00
78778,Middleburg,,FIREBALL,FL,2014-07-04 21:00:00
78779,New Albany,ORANGE,CIRCLE,IN,2014-07-04 21:00:00
78780,Pompano Beach,,CIRCLE,FL,2014-07-04 21:00:00
78781,Portage,,OVAL,IN,2014-07-04 21:00:00
78782,Prescott Valley,,LIGHT,AZ,2014-07-04 21:00:00
78783,Puyallup,,FIREBALL,WA,2014-07-04 21:00:00
78784,Richmond,RED,OTHER,VA,2014-07-04 21:00:00
78785,Royal Palm Beach,RED,CIRCLE,FL,2014-07-04 21:00:00
78786,Sioux Falls,,FIREBALL,SD,2014-07-04 21:00:00
78787,Snellville,,SPHERE,GA,2014-07-04 21:00:00
78788,Staten Island,RED GREEN,CIRCLE,NY,2014-07-04 21:00:00
78789,West Richland,,SPHERE,WA,2014-07-04 21:00:00
78790,San Marcos,RED,,CA,2014-07-04 21:05:00
78791,Tucson,BLUE,,AZ,2014-07-04 21:05:00
78792,Cherry Hill,,LIGHT,NJ,2014-07-04 21:12:00
78793,Burnsville,,SPHERE,MN,2014-07-04 21:15:00
78794,East Limestone,,CIRCLE,AL,2014-07-04 21:15:00
78795,Fayetteville,RED,LIGHT,WV,2014-07-04 21:15:00
78796,Jacksonville,,OVAL,FL,2014-07-04 21:15:00
78797,Mesquite,,DISK,TX,2014-07-04 21:15:00
78798,Tucson,RED BLUE,LIGHT,AZ,2014-07-04 21:20:00
78799,Pacific Grove,RED,SPHERE,CA,2014-07-04 21:21:00
78800,Hinsdale,ORANGE,CIGAR,IL,2014-07-04 21:25:00
78801,Orlando,,LIGHT,FL,2014-07-04 21:25:00
78802,Sonoma,BLUE,FORMATION,CA,2014-07-04 21:27:00
78803,Bluffton,,FIREBALL,SC,2014-07-04 21:30:00
78804,Bluffton,ORANGE,LIGHT,SC,2014-07-04 21:30:00
78805,Cape Canaveral,ORANGE,SPHERE,FL,2014-07-04 21:30:00
78806,Coral Spring,,OVAL,FL,2014-07-04 21:30:00
78807,Denver,ORANGE,SPHERE,CO,2014-07-04 21:30:00
78808,Des Moines,,LIGHT,IA,2014-07-04 21:30:00
78809,Flat Rock,ORANGE,SPHERE,MI,2014-07-04 21:30:00
78810,Holland,,SPHERE,MI,2014-07-04 21:30:00
78811,Katy,RED,LIGHT,TX,2014-07-04 21:30:00
78812,Katy,RED GREEN,LIGHT,TX,2014-07-04 21:30:00
78813,Lake Arrowhead,GREEN BLUE,CIRCLE,CA,2014-07-04 21:30:00
78814,Lake Arrowhead,,LIGHT,CA,2014-07-04 21:30:00
78815,Luray,RED ORANGE,OVAL,VA,2014-07-04 21:30:00
78816,Noblesville,GREEN,LIGHT,IN,2014-07-04 21:30:00
78817,Oakland Gardens,,TRIANGLE,NY,2014-07-04 21:30:00
78818,Oscoda,,CIRCLE,MI,2014-07-04 21:30:00
78819,St. Johnsbury,ORANGE,CIRCLE,VT,2014-07-04 21:30:00
78820,Tucson,RED BLUE,FLASH,AZ,2014-07-04 21:30:00
78821,Tucson,RED BLUE,FLASH,AZ,2014-07-04 21:30:00
78822,Upper Arlington,ORANGE,SPHERE,OH,2014-07-04 21:30:00
78823,Westminster,,FORMATION,CO,2014-07-04 21:30:00
78824,Wilmington,ORANGE,FIREBALL,NC,2014-07-04 21:30:00
78825,Lake Arrowhead,GREEN BLUE,LIGHT,CA,2014-07-04 21:31:00
78826,Atlanta,,LIGHT,GA,2014-07-04 21:40:00
78827,Englewood,ORANGE,,CO,2014-07-04 21:40:00
78828,Latrobe,ORANGE,FIREBALL,PA,2014-07-04 21:40:00
78829,Petaluma,GREEN,LIGHT,CA,2014-07-04 21:40:00
78830,Lakewood,,FORMATION,CO,2014-07-04 21:43:00
78831,Golden,,,CO,2014-07-04 21:45:00
78832,Holden Beach,,CIRCLE,NC,2014-07-04 21:45:00
78833,Indialantic,,OVAL,FL,2014-07-04 21:45:00
78834,Madison,,CIRCLE,AL,2014-07-04 21:45:00
78835,Marietta,RED,CIRCLE,GA,2014-07-04 21:45:00
78836,North Canton,RED,FIREBALL,OH,2014-07-04 21:45:00
78837,North Tonawanda,RED,CIRCLE,NY,2014-07-04 21:45:00
78838,San Antonio,,SPHERE,TX,2014-07-04 21:45:00
78839,Seattle,,LIGHT,WA,2014-07-04 21:45:00
78840,Baltimore,ORANGE,LIGHT,MD,2014-07-04 21:48:00
78841,Hampton,,CIRCLE,GA,2014-07-04 21:50:00
78842,Stockbridge,,CIRCLE,GA,2014-07-04 21:50:00
78843,Wellsboro,,FIREBALL,PA,2014-07-04 21:50:00
78844,Hampton,RED,CIRCLE,GA,2014-07-04 21:51:00
78845,Downingtown,,SPHERE,PA,2014-07-04 21:55:00
78846,Waynesboro,,CIRCLE,PA,2014-07-04 21:59:00
78847,Arvada,ORANGE,OVAL,CO,2014-07-04 22:00:00
78848,Babylon,RED,FIREBALL,NY,2014-07-04 22:00:00
78849,Bantam,,OTHER,CT,2014-07-04 22:00:00
78850,Bartlett,GREEN,EGG,IL,2014-07-04 22:00:00
78851,Bethany Beach,,CIRCLE,DE,2014-07-04 22:00:00
78852,Bluffton,,TRIANGLE,SC,2014-07-04 22:00:00
78853,Brookport,,SPHERE,IL,2014-07-04 22:00:00
78854,Charlotte,,LIGHT,NC,2014-07-04 22:00:00
78855,Chino,,CIRCLE,CA,2014-07-04 22:00:00
78856,Clinton,,OTHER,WA,2014-07-04 22:00:00
78857,Delray Beach,ORANGE,,FL,2014-07-04 22:00:00
78858,Denver,,DISK,CO,2014-07-04 22:00:00
78859,Downingtown,,FORMATION,PA,2014-07-04 22:00:00
78860,Dubuque,,FIREBALL,IA,2014-07-04 22:00:00
78861,Edgewater,,FIREBALL,FL,2014-07-04 22:00:00
78862,Edinboro,,CIRCLE,PA,2014-07-04 22:00:00
78863,Emmaus,ORANGE,EGG,PA,2014-07-04 22:00:00
78864,Everett,ORANGE,CIRCLE,WA,2014-07-04 22:00:00
78865,Forest Lake,,OVAL,MN,2014-07-04 22:00:00
78866,Frankfort,ORANGE,SPHERE,KY,2014-07-04 22:00:00
78867,Franklin Square,YELLOW,LIGHT,NY,2014-07-04 22:00:00
78868,Goshen,BLUE,LIGHT,IN,2014-07-04 22:00:00
78869,Johnstown,RED ORANGE,,PA,2014-07-04 22:00:00
78870,Lakeland,ORANGE,CIRCLE,FL,2014-07-04 22:00:00
78871,Lohman,,LIGHT,MO,2014-07-04 22:00:00
78872,Louisburg,,FIREBALL,KS,2014-07-04 22:00:00
78873,Middlesboro,,CIRCLE,KY,2014-07-04 22:00:00
78874,Minneapolis,ORANGE,FIREBALL,MN,2014-07-04 22:00:00
78875,Newark,GREEN,CIRCLE,DE,2014-07-04 22:00:00
78876,O'Fallon,RED,TEARDROP,MO,2014-07-04 22:00:00
78877,Osceola,,LIGHT,IN,2014-07-04 22:00:00
78878,Pelzer,ORANGE,LIGHT,SC,2014-07-04 22:00:00
78879,Sandusky,,FIREBALL,OH,2014-07-04 22:00:00
78880,Sanford,ORANGE,FIREBALL,FL,2014-07-04 22:00:00
78881,Seattle,,FIREBALL,WA,2014-07-04 22:00:00
78882,Seattle,ORANGE,SPHERE,WA,2014-07-04 22:00:00
78883,Seattle,RED,SPHERE,WA,2014-07-04 22:00:00
78884,Seattle,ORANGE,TRIANGLE,WA,2014-07-04 22:00:00
78885,Seattle,ORANGE,VARIOUS,WA,2014-07-04 22:00:00
78886,Seattle,,,WA,2014-07-04 22:00:00
78887,Stillwater,,CIRCLE,MN,2014-07-04 22:00:00
78888,Troy,,VARIOUS,OH,2014-07-04 22:00:00
78889,West Branch,RED,CYLINDER,IA,2014-07-04 22:00:00
78890,Winston-Salem,,RECTANGLE,NC,2014-07-04 22:00:00
78891,Withamsville,,FIREBALL,OH,2014-07-04 22:00:00
78892,Birmingham,,FIREBALL,AL,2014-07-04 22:05:00
78893,Coos Bay,ORANGE,LIGHT,OR,2014-07-04 22:05:00
78894,Pennsburg,ORANGE,SPHERE,PA,2014-07-04 22:05:00
78895,San Jose,RED,LIGHT,CA,2014-07-04 22:05:00
78896,Surfside,ORANGE,SPHERE,SC,2014-07-04 22:05:00
78897,Upper Arlington,RED GREEN,SPHERE,OH,2014-07-04 22:05:00
78898,Ashland,ORANGE,,KY,2014-07-04 22:08:00
78899,Altoona,RED,,PA,2014-07-04 22:15:00
78900,Anderson,ORANGE,SPHERE,SC,2014-07-04 22:15:00
78901,Dublin,,OVAL,OH,2014-07-04 22:15:00
78902,Glen Burnie,ORANGE,LIGHT,MD,2014-07-04 22:15:00
78903,Hamilton,,FIREBALL,OH,2014-07-04 22:15:00
78904,Seattle,,OTHER,WA,2014-07-04 22:15:00
78905,Supulpa,RED,LIGHT,OK,2014-07-04 22:15:00
78906,Half Moon Bay,ORANGE,SPHERE,CA,2014-07-04 22:16:00
78907,Crown City,RED ORANGE,CIRCLE,OH,2014-07-04 22:17:00
78908,Acworth,RED,LIGHT,GA,2014-07-04 22:20:00
78909,Spanaway,,FIREBALL,WA,2014-07-04 22:20:00
78910,Bellingham,ORANGE,SPHERE,WA,2014-07-04 22:23:00
78911,Chicago,,CIRCLE,IL,2014-07-04 22:25:00
78912,Issaquah,ORANGE,LIGHT,WA,2014-07-04 22:25:00
78913,Booneville,ORANGE,CIRCLE,KY,2014-07-04 22:26:00
78914,Louisville,RED,SPHERE,KY,2014-07-04 22:29:00
78915,Aurora,,FORMATION,CO,2014-07-04 22:30:00
78916,Bay Shore,,CIRCLE,NY,2014-07-04 22:30:00
78917,Blacklick,,CIRCLE,OH,2014-07-04 22:30:00
78918,Boylston,,TRIANGLE,NY,2014-07-04 22:30:00
78919,Clinton Township,ORANGE,FIREBALL,MI,2014-07-04 22:30:00
78920,Culpeper,RED,DISK,VA,2014-07-04 22:30:00
78921,Culpeper,RED,DISK,VA,2014-07-04 22:30:00
78922,Eldersburg,ORANGE,CIRCLE,MD,2014-07-04 22:30:00
78923,Evansville,RED,LIGHT,IN,2014-07-04 22:30:00
78924,Great Falls,ORANGE YELLOW,,MT,2014-07-04 22:30:00
78925,Houston,ORANGE,FIREBALL,TX,2014-07-04 22:30:00
78926,Judsonia,ORANGE,CYLINDER,AR,2014-07-04 22:30:00
78927,Livonia,,FIREBALL,MI,2014-07-04 22:30:00
78928,Loon Lake,ORANGE,SPHERE,WA,2014-07-04 22:30:00
78929,Lynchburg,,TRIANGLE,VA,2014-07-04 22:30:00
78930,Lynnwood,ORANGE,CIRCLE,WA,2014-07-04 22:30:00
78931,Monroe,,LIGHT,MI,2014-07-04 22:30:00
78932,Mooresville,,TEARDROP,NC,2014-07-04 22:30:00
78933,Port Huron,,LIGHT,MI,2014-07-04 22:30:00
78934,Port Orchard,YELLOW,RECTANGLE,WA,2014-07-04 22:30:00
78935,Richfield,RED,FIREBALL,WI,2014-07-04 22:30:00
78936,Ridgway,,CIRCLE,PA,2014-07-04 22:30:00
